business_name,phone,website,address,instagram,facebook,linkedin,email,city,spin,scraped_at,Has Website,Has Email,Has Social Media,Contact Completeness %,Lead Score,Priority
SK 27 Gym Vasant Vihar,099070 50705,https://www.instagram.com/sk27gym_vasantvihar/?hl=en,"Building no 3 basant lok market , Pvr Priya complex, Vasant Vihar, New Delhi, Delhi 110057",,,,,Delhi,Legacy Run,,Yes,No,No,33.33,40,Warm
The Gym Health Planet New Rohtak Road Karol Bagh,098910 16741,https://www.thegym.in/find-the-gym.html,"2C/2, New Rohtak Rd, near BIKANERWALA, opposite Liberty Cinema, Block 2C, Karol Bagh, New Delhi, Delhi, 110005",,,,,Delhi,Legacy Run,,Yes,No,No,33.33,40,Warm
XFF GYM,084336 05511,http://xtremefightfederation.co.in/,"Maulana Azad Rd, Two Tanks, Nagpada, Mumbai, Maharashtra 400008",,,,,Mumbai,Legacy Run,,Yes,No,No,33.33,40,Warm
"Anytime Fitness Subhash Nagar, Delhi",093555 44497,https://www.anytimefitness.co.in/gyms/in-1124/delhi-delhi-110018/,"First Floor, A Block, Plot No S-26, Subhash Nagar, Ajay Enclave, Meenakshi Garden, Ashok Nagar, New Delhi, Delhi, 110018",,,,,Delhi,Legacy Run,,Yes,No,No,33.33,40,Warm
IRON BAR GYM,081818 15667,https://instagram.com/iron_bar_gym?igshid=dq9qacceocvc,"A-21, opposite Piller No 30, Pushpanjali Enclave, Pitampura, Delhi, 110034",,,,,Delhi,Legacy Run,,Yes,No,No,33.33,40,Warm
The Wellness Club Gym Xpress Mohan Garden,084679 02707,https://instagram.com/wellnessgymxpressmohangarden?igshid=YmMyMTA2M2Y=,"First Floor, near Tiranga Chowk, Sainik Vihar, Block R, Mohan Garden, Razapur Khurd, New Delhi, Delhi, 110059",,,,,Delhi,Legacy Run,,Yes,No,No,33.33,40,Warm
"OFC Gym, Best Affordable Luxury Gym Chowpatty Mumbai",087798 10082,https://omkarfitnessclub.in/,"First Floor, OFC Gym, 21, opposite Chowpatty, Mumbai, Maharashtra 400007",,,,,Mumbai,Legacy Run,,Yes,No,No,33.33,40,Warm
R.B Fitness (Unisex),088510 68623,https://vevsa.in/,"E-380, Street no .7, Mangal Bazaar Rd, Block E, Sangam Vihar, New Delhi, Delhi 110080",,,,,Delhi,Legacy Run,,Yes,No,No,33.33,40,Warm
"Revamp Fitness Studio - The Best Gym in Shakti Nagar, Delhi",099991 93531,https://revampfitnessstudio.odoo.com/,"24/4, Main Rd, Block 24, Shakti Nagar, Delhi, 110007",,,,,Delhi,Legacy Run,,Yes,No,No,33.33,40,Warm
All Time Fitness,084475 57755,https://prestige-co.netlify.app/,"A-6/46, Block A, Block WZ, Shastri Nagar, New Delhi, Delhi, 110052",,,,,Delhi,Legacy Run,,Yes,No,No,33.33,40,Warm
Flip N Fit Gym,098712 77716,"https://www.google.com/maps/@28.6157703,77.07666,21z","A-64, Sangwan Complex, A-64 (Basement, 40 Feet Rd, Main Market, Chanakya Place I, New Delhi, Delhi 110059",,,,,Delhi,Legacy Run,,Yes,No,No,33.33,40,Warm
Pro Ultimate Gyms - Hargobind Enclave Delhi,099588 00650,https://www.instagram.com/pug_hargobindenclave_delhi?igsh=MXJuZ24xd3hzaG0wZw==,"Plot No. 125, Hargobind Enclave, A G C R Enclave, Anand Vihar, New Delhi, Delhi, 110092",,,,,Delhi,Legacy Run,,Yes,No,No,33.33,40,Warm
Anytime Fitness,079777 53478,https://www.anytimefitness.com/en-in/locations/mumbai-maharashtra-in-1086,"2nd Floor, Turquoise Bldg, August Kranti Rd, near Shalimar Hotel, Kemps Corner, Malabar Hill, Mumbai, Maharashtra 400026",,,,,Mumbai,Legacy Run,,Yes,No,No,33.33,40,Warm
BLACK'S GYM SANGAM VIHAR,098730 00690,https://vevsa.in/,"F6XF+6WM Om Complex, Block L-1st, 1st Floor, Chauhan Complex Rd, above BIG BASKET, opposite Durga Vihar, Block L 2, Devli, Sangam Vihar, New Delhi, Delhi 110080",,,,,Delhi,Legacy Run,,Yes,No,No,33.33,40,Warm
Crystal Gym,082855 36800,,"N-8 N -block, Vijay Vihar, Block D, Uttam Nagar East, Uttam Nagar, New Delhi, Delhi, 110059",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
S.K Fitness Gym,088262 64771,,"T29/8B, near Road Number 20, Baljeet nagar, West Patel Nagar, Patel Nagar, New Delhi, Delhi, 110008",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Iron culture gym,085868 78299,,"F-300, Block FB, Mansarover Garden, Delhi, 110015",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
i Fitness,099992 68655,,"3119, Sir Syed Ahmed Rd, opp. ashiyana complex, Kucha Alam, Khabas Pura, Daryaganj, Delhi, 110002",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Unstoppable Fitness Gym,099908 44406,,"56, Basement, B-55, Gali No.4, Janak Park, Hari Enclave, Hari Nagar, New Delhi, Delhi, 110064",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Eden Fitness Gym,098996 88951,,"First Floor, 253/L-2, near Anupam Restaurant, Rama Market, Munirka, Delhi, New Delhi, Delhi 110067",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Team Iron Fit Gym,099104 16468,,"GN4 , Basement Shivaji Enclave Extension, near Khetarpal Nursing Home, New Delhi, Delhi 110027",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
CITY FITNESS GYM,076786 13638,,"71, Masjid Road Jangpura, 71, Masjid Rd, Jangpura, Bhogal, basement, New Delhi, Delhi 110014",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Kasrat Gym,098155 32380,,"Kasrat gym, near Daler mahndi farm house, opp. Gurudwara sahib ji, Uday Vihar 2, Nikhil Vihar, Nangloi, New Delhi, Delhi, 110041",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
SWEAT FACTORY GYM,095822 30001,,"1/204,basement, behind INDIAN OVERSEAS bank, Piru Vihar, Shekhawati Lines, Delhi Cantonment, New Delhi, Delhi 110010",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Fit Square Gym,095820 40064,,"Cottage 5a, Metro Station Shadipur, Basement, Balraj Khanna Marg, near Shadipur, Block P, West Patel Nagar, Patel Nagar, New Delhi, Delhi, 110008",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Team Satpal gym (Arun yadav),099995 63326,,"Cottage -18, Block 1, West Patel Nagar, Patel Nagar, New Delhi, Delhi, 110008",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Set Fitness GYM,099909 26662,,"1, Ram Vihar, Anand Vihar, New Delhi, Delhi, 110092",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Reflex Gym,095603 44409,,"Basement, WZ- 7, Pratap Nagar, Hari Nagar, New Delhi, Delhi, 110064",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Thunder The Gym Delhi,,https://thundergym.in/,"5/8 , basement, near Kalinga Chowk, opposite HDFC Bank, Block 1, West Patel Nagar, Patel Nagar, New Delhi, Delhi, 110008",,,,,Delhi,Legacy Run,,Yes,No,No,16.67,20,Cold
Fat2Fit Gym,098734 95233,,"Property Number: 2343, Ground Floor, Street Dugdugi Shah, Kalan Mahal Rd, near Al-Noor Hotel, Turkman Gate, Daryaganj, Delhi, 110006",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Ignite Fitness - Kamla Nagar,088608 84820,,"D-6, Block D, Kamla Nagar, Delhi, 110007",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Olympia Gym 3 - Gym And Fitness Area In Delhi,085879 66918,,"Durga Park, Block B, Dabri Extension East, Dabri, New Delhi, Delhi, 110045",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
THE GYM health planet,,http://www.thegym.in/,"6/15, Balraj Khanna Marg, near Metro Station, Block 6, East Patel Nagar, Patel Nagar, New Delhi, Delhi 110008",,,,,Delhi,Legacy Run,,Yes,No,No,16.67,20,Cold
Trackfit gym,098105 15149,,"Metro Pillar Number 216, Building number 17 basement opp, West Patel Nagar, New Delhi, Delhi 110008",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
TrueFitnessClub,098184 02507,,"H-475, near camdin bakery, Pocket H, Rajender Nagar Part 1, Rajinder Nagar, New Delhi, Delhi, 110060",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
"Fluid Gym, Derawal Nagar",078277 20349,,"6, LSC, Lala Achintaram Marg, Police Residential Colony, Pocket B, Derawal Nagar, Gujranwala Town, New Delhi, Delhi, 110009",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
FIT FAMILY GYM,088264 41449,,"B-2, B-clock, Hari Enclave Part-1 Budh Bazar Road, Aman Vihar, Kirari, Delhi 110086",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
RT Fitness Center and Gym,099996 99473,,"h.no 208, Mata Wali Gali, near vedanta restorent, Baba Gangnath Market, Baba Gang Nath Chowk, Munirka, New Delhi, Delhi 110067",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
The Athletic Fitness Gym,075039 59664,,"Delhi A-212 Gali No. 1 Shakarpur Near by Pillar No. 34 & 35, Shakarpur, New Delhi, Delhi 110092",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Sweat Fitness gym,099990 65558,,"B-50, near arena institute, South Extension I, Block H, New Delhi, Delhi 110049",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Iron Vox Gym,098102 04387,,"Street No. 2, House No. F13, Block C Near, Saidulajab, Paryavaran Complex, New Delhi, Delhi 110030",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Bfit gym,099999 04908,,"main, Matiala Rd, opp. hari krishna banquet hall or easy day, Jain Park, Om Vihar, Nawada, New Delhi, Delhi, 110059",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Ten Golds Gym,088002 25598,,"Laxmi Vihar, B-45A/3, near R.T.B.K.International School, behind DDA Ground, Satya Enclave, Prem Nagar III, Kirari Suleman Nagar, Delhi, 110086",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
FIT IN Gym (The next generation of Fitness),098733 95802,,"First Floor, 208-A, Old Gupta Colony, Kalyan Vihar, Delhi, 110033",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Bahubali Gym - Fitness Mantra,098103 93983,,"29A/1, Asaf Ali Rd, near Hamdard Chowk, next to Bank of Baroda, Ramleela Ground, Chowk, New Delhi, Delhi, 110006",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
DFC (Delhi Fitness Core),099902 75335,,"F-91, Jaitpur Nala Rd, Bhati Market, F- Block, Molar Band, New Delhi, Delhi 110044",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
The Tone Zone Gym,090151 51566,,"C1/13A, Block C, Yamuna Vihar, New Delhi, Delhi, 110053",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
The Personality Unisex Gym,084489 71612,,"1st floor, B1, Main Rd, Shalamar, Shalimar Extension, Shalimar Bagh, New Delhi, Delhi, 110088",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Body Mechanics | Best Gym in East Delhi,011 4250 8462,,"1, Mangalam Marg, opposite Kailash Deepak Hospital, Hargobind Enclave, A G C R Enclave, Anand Vihar, New Delhi, Delhi, 110092",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
IRONHOUSE GYM,096545 05059,,"F-128 , JHANDU MANSION , NEAR ANIL SUPER STORE MOHAMMADPUR NEW DELHI, New, Delhi, 110066",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
FITNESS FOREVER GYM,089200 17871,,"Basement floor, Rd Number 2, A Block, Block B, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Raghav Fitness Gym,085109 61045,,"In Basement, 22/20, Block 22, West Patel Nagar, Patel Nagar, New Delhi, Delhi, 110008",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
THE HAMMER STRENGTH GYM,097171 86754,,"Parashuram Chowk, near Budh Bazar Road, Block A, Mohan Garden, Uttam Nagar, New Delhi, Delhi, 110059",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Gym Kaizen,099713 35616,,"178/1, IGNOU Rd, opp. Raymond's outlet, freedom fighter enclave, Neb Sarai, Saket, New Delhi, Delhi 110068",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Good Health Family Gym,098108 38250,,"D-96, BASEMENT, BIRKHE RAM COMPLEX, MARKET, opposite COMMUNITY HALL, Baba Gangnath Market, Munirka, New Delhi, Delhi 110067",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Ramdas Gym,090049 16718,,"Gaiwadi Rd, Charni Road East, Opera House, Girgaon, Mumbai, Maharashtra 400004",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
AK Fitness,098104 41563,,"AK Fitness 370, Hospital Rd., opposite delhi, above Apollo pharmacy, Bhogal, New Delhi, Delhi 110025",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Fitness Heroes The Gym,098677 19359,,"22 H G Nesbit Compound, Nesbit Rd, next to MCdonald, opp. SBI Bank, Tarwadi, Hathibaug, Mazgaon, Mumbai, Maharashtra 400010",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Carewell Fitness - The Gym,093720 39515,,"Studio, CTS 43, 1st Floor, Chandivali Farm Rd, opposite Raheja Vihar Road, near Chandivali, Chandivali, Andheri East, Mumbai, Maharashtra 400072",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
WELLNESS WARRIORS GYM,085911 95291,,"102,103 B wing, Venus Tower, Veera Desai Rd, above axis bank, Mhada Colony, Jeevan Nagar, Andheri West, Mumbai, Maharashtra 400053",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
E gym Ijmima malad,076859 99444,,"Ijmima Complex, infinity 2, West, opp. sony airtel, Malad, Mindspace, Malad West, Mumbai, Maharashtra 400064",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Physio Active Pro Fitness Gym,091434 38383,,"265/267, Raja Ram Mohan Roy Rd, Charni Road, Opera House, Girgaon, Mumbai, Maharashtra 400004",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Fitness Shrine Gym,098195 05177,,"Lower Ground 01, Kalina Kurla Rd, below Trinity Travels, Jamlipada, Kunchi Kurve Nagar, Kalina, Santacruz East, Mumbai, Maharashtra 400029",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Fitness Legacy | Best Gym in Chakala,096644 44953,,"Ground Floor, Bajsons Estate, CG Road, opposite Hotel Samraj Building, Kajuwadi, Chakala, Andheri East, Mumbai, Maharashtra 400099",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Inch Pinch Fitness Gym,098200 09642,,"2nd Floor, Shubhankar Soceity, Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Fitness Factory Andheri/Best gym in Andheri,096196 15000,,"4th Floor, Idea Square, above Kalyan Jewellers, opp. Citi Mall, Andheri, Lokhandwala Complex, Andheri West, Mumbai, Maharashtra 400053",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Slim and Tone Unisex Fitness Hub,097691 26125,,"Entry Exit to RCF/Mysore Colony, Jijamata Nagar, Ambapada, Mahul, Trombay, Mumbai, Maharashtra 400074",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
SYKZ Gym,088507 43716,,"Samarth Vaibhav, 201-214, Off New Link Rd, Tarapore Gardens, Oshiwara, Andheri West, Mumbai, Maharashtra 400053",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Hercules Gym,099309 95980,,"Hercules Gym,Panchganga society, Delisel Road, NM Joshi Marg, near Bawla Masjid Building, Lower Parel, Mumbai, Maharashtra 400013",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Ragnor Fitness Vashi 24/7,087796 72100,,"Complex, First Floor, Mandir, Sai Pooja, near Gaondevi Maidan Road, Juhu Nagar, Juhu Village, Sector 11, Vashi, Navi Mumbai, Maharashtra 400703",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
SmartFlex Fitness,097693 97824,,"2nd Floor, TPS, 3, Taikalwadi Marg, above Starcity Cinema, Mainak Wadi, Joshi Vadi, Mahim, Mumbai, Maharashtra 400016",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Perfect Gym | Best Gym in Bhandup,095949 64482,,"1st Floor, Jayashree Plaza, Lal Bahadur Shastri Marg, above ICICI Bank, Bhandup West, Mumbai, Maharashtra 400078",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Iron Universal Gym,099671 32968,,"D'Cunha House, 53, Anandilal P Marg, West, Mahalakshmi, Mumbai, Maharashtra 400011",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Gym Mantra fitness studio,091797 97197,,"Shopno.2,plot no.2, 589, Raj Rajeshwari Society, Landmark - Bisleri company, bldg Road, opp. Akashdyam Building, Narayan Nagar, Ghatkopar West, Mumbai, Maharashtra 400086",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Power Junction Gym [Flex Iron Gym],093211 32125,,"1st Floor Aashirwaad Bungalow, Mehul Talkies Circle. Opp Yes Bank, above Sbi Bank, Mulund West, Mumbai, Maharashtra 400080",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Tarun Fitness Gym,088987 73693,,"Bridge, Datta Mandir Rd, near Tarun Mitra Mandal/ Lal Maidan, Dmello Compound, Vakola, Santacruz East, Mumbai, Maharashtra 400055",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Ares Gym,098675 86790,,"Kamal Mansion, Radio Club, 4 /56-57, HNAA Rd, HNA, Colaba, Mumbai, Maharashtra 400005",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Fitness & Conditioning Club (FC² Gym),099305 56987,,"Shop no - 02, Gamdevi Rd, Gamdevi, Mumbai, Maharashtra 400007",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
The Solitaire Fitness International,091375 60864,,"Mhada Gala No. 6/41, Old, opp. Lions Club Hospital, Anand Nagar, Santacruz East, Mumbai, Maharashtra 400055",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
"Powerr Vibes Gym Andheri, Mumbai",081040 04857,,"Basement, Navkar Complex, opp. Andheri Court, Andheri East, Mumbai, Maharashtra 400069",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
"WAY TO FITNESS - Gyms in Colaba, Mumbai.",075063 40313,,"CS NO 346, 3rd Pasta Ln, near GOWARDHANDAS BHAWAN, Railway Colony, MARKET, Colaba, Mumbai, Maharashtra 400005",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Beast Gym Unisex,079777 73427,,"3rd Floor, Shop no 15, Gillbert compound, durga mata mandir, Khairani Rd, near Chandivali, MHADA Colony, gully, Mumbai, Maharashtra 400072",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Ultimate Fitness Gym,079772 71602,,"S.R.A, BINDRA COMPLEX, A/14 Ground Floor Sai Ganesh society, Mahakali Caves Rd, behind Ginger Hotel, Andheri East, Mumbai, Maharashtra 400093",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Big Bull Fitness,,https://www.instagram.com/bigbullfitnesss,"246-A, Jahangir Boman Behram Marg, opp. Alexandra Cinema, next to Maharashtra college, nagpada, Mumbai Central, Mumbai, Maharashtra 400008",,,,,Mumbai,Legacy Run,,Yes,No,No,16.67,20,Cold
JGS Fitness Centre,093242 46680,,"Santacruz (West), Mumbai, Maharashtra 400054",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Mumbai Fitness Club,097690 00705,,"Ground Floor, Abhilasha Shramik Co-operative Housing Society, near Kingstone Tower, Cotton Green Zakaria B, Abhyudaya Nagar, Parel, Mumbai, Maharashtra 400033",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
ELITE FITNESS (GYM) powered by JERAI fitness ltd,081042 65514,,"First Floor, Gala no 4, D10, Malad (W, Charkop Naka, Mumbai, Maharashtra 400095",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
World Iron Champ Gym Delhi,083188 16936,,"Metro pillar no. 7, C 182 Street no. 18, Mayur Vihar, Delhi, 110091",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
G -Force Fitness Gym Personal Certification,086920 34433,,"MVM school, Landmark, sanskar dayitva Krantijyoti savitribhai phule udhyan opposite Bhairav, Veera Desai Rd, Andheri West, Mumbai, Maharashtra 400058",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
MIDTOWN FITNESS,098199 99103,,"Shop no:01, MADHU HANS, Dr, Dr Annie Besant Rd, opp. Old Passport office, Adarsh Nagar, Worli, Mumbai, Maharashtra 400030",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
P Town Fitness Studio,077019 06266,,"1189, Main Bazar Rd, opposite Hotel Shelton, Bazar Sangatrashan, Mantola Mohalla, Kaseru Walan, Paharganj, New Delhi, Delhi 110055",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
MUSCLE FACTORY GYM AND CROSSFIT,093108 69232,,"209A Ground Floor, Masjid Moth Road, Guneet Kashyap Marg Rd, South Extension II, Block R, New Delhi, Delhi 110049",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Platinum Gym,095825 50383,,"C-10, Nanak Pura, Hari Nagar, Delhi, 110064",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
The Glorious Gym/CROSSFIT,092120 55456,,"Hari Enclave, A-157, Kirari Suleman Nagar Village, Sultanpuri, New Delhi, Delhi, 110086",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
PRO ULTIMATE GYMS -JANAKPURI DELHI,092176 30058,,"MINI MARKET, Block B1, Janakpuri, New Delhi, Delhi, 110058",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
Athsetpro Gym and Fitness [Best Gym],,https://www.instagram.com/athsetprogymandfitness?igsh=MTIyb2F2NTdsbGdqZA==,"BASEMENT, Plot No, M-567, Guru Harkishan Nagar, Paschim Vihar, Delhi, 110087",,,,,Delhi,Legacy Run,,Yes,No,No,16.67,20,Cold
V SOLUTIONS AND GYM,083758 45982,,"NS Rd, NS-33, Mianwali Nagar, Paschim Vihar, New Delhi, Delhi, 110087",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
D CORE FITNESS,095821 24881,,"70, 2nd Floor, rani jhansi road, furniture market Back side reliance fresh, Delhi 110055",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
JUST 2 FIT - GYM,099903 18990,,"02, Desh Bandhu Gupta Rd, in front of police station, Motia Khan, Paharganj, New Delhi, Delhi 110055",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
F N F Gym,087507 77741,,"Lal Quater, C-2/5, Block C, Krishna Nagar, New Delhi, Delhi, 110051",,,,,Delhi,Legacy Run,,No,No,No,16.67,20,Cold
PhysioActive Pro Fitness Gym,070459 21010,,"Tukaram Javaji Marg, beside WALLACE APARTMENT, opp. aikya signature, Grant Road West, Chikalwadi, Tardeo, Mumbai, Maharashtra 400007",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Fitness Kulture Gym,091728 36655,,"D wing/201, 2nd Floor, Northern Heights, above pinnacle hospital, near Celebrations Hotel, Dahisar, M H B Colony, Shanti Nagar, Dahisar East, Mumbai, Maharashtra 400068",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Zumyo Elite – Best Gym in South Mumbai | Weight Loss & Fitness Centre,097680 65541,,"Ruia Girls College Lane, Zumyo fitness, Laxmi Building, B Wing 17, Vachha Gandhi Marg, behind Westside, Gamdevi, Mumbai, Maharashtra 400007",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Fitness 5 Gym,088988 98811,,"1st Floor, Fitness 5 gym, Badal Bijlee CHS, Ramakrishna Chemburkar Marg, opp. Navajeevan Society, Ashok Nagar, Collector Colony, Chembur, Mumbai, Maharashtra 400074",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Flex Iron Gym,099675 96672,,"1st Floor, Flex Iron Gym, Shahid Mangal Pandey Rd, above ZERO DEGREE AUTO - Car AC Service, opposite Riddhi Siddhi Complex, Louis Wadi, Thane West, Mumbai, Thane, Maharashtra 400604",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Evolve Fitness,096645 09309,,"1st floor, Doshi wadi, 115 to 118, Lal Bahadur Shastri Marg, opp. sarvodaya Bus Stop, Bhatwadi, Kapol wadi, Ghatkopar West, Mumbai, Maharashtra 400086",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Urja unlimited gym,0788 785 9179,,"88, Rd No. 3, Dadar East, Dadar, Mumbai, Maharashtra 400014",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
2 More Fitness Gym,096193 97773,,"Trimbakeshwar Apt, Shop no. 1 to 6, Sector 30D, near Balaji Park, Gothivali Village, Rabale, Navi Mumbai, Maharashtra 400701",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
STRONG and lean fitness,,https://strong-and-lean.grexa.site/,"1st floor, of Hotel Red palm, Rd No. 3, opposite uniContinantal Hotel, Khar, Ram Krishna Nagar, Khar West, Mumbai, Maharashtra 400052",,,,,Mumbai,Legacy Run,,Yes,No,No,16.67,20,Cold
IRON ADDICT FITNESS CLUB : THE BIGGEST GYM IN MAHIM,,http://ironaddictfitnessclub.com/,"Ground Floor & 1st Floor, Shop no. 101, Novelty Heights, next to KTM Service Centre, Welkarwadi, Wanjawadi, Mahim West, Mahim, Mumbai, Maharashtra 400016",,,,,Mumbai,Legacy Run,,Yes,No,No,16.67,20,Cold
Sweat it Out Gym,086524 16731,,"Area milk dairy, 6/B, mayurnagar, Royal Palms Estate, Aarey Milk Colony, Goregaon East, Mumbai, Maharashtra 400065",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
Akhada Unisex Fitness Zone,095945 75707,,"Sukhshanti Society, Plot no A-7, West, near Welcom Restaurant, Nerul East, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
hardcore gym,099305 95948,,"Khar, Jai Hind Nagar, Jawahar Nagar, Khar East, Mumbai, Maharashtra 400051",,,,,Mumbai,Legacy Run,,No,No,No,16.67,20,Cold
"Focus Fitness House- Best Gym in Laxminagar, Delhi",,,"F-244, Street No 2, opposite V-mart, Mangal Bazar, Block F, Laxmi Nagar, Delhi's, Delhi, 110092",,,,,Delhi,Legacy Run,,No,No,No,0.0,0,Cold
Delhi gay gym,,,"F6XG+MPH, Durga Vihar, Devli, Sangam Vihar, New Delhi, Delhi 110080",,,,,Delhi,Legacy Run,,No,No,No,0.0,0,Cold
Elite Fitness Hub,,,"4th floor, near Natraj theatre, above Titan showroom, Chembur West, Chembur Gaothan, Chembur, Mumbai, Maharashtra 400071",,,,,Mumbai,Legacy Run,,No,No,No,0.0,0,Cold
Free Open Gym - Five Gardens,,,"2VC3+8J5, Adenwala Rd, Matunga East, Mumbai, Maharashtra 400019",,,,,Mumbai,Legacy Run,,No,No,No,0.0,0,Cold
